City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,atbasar,51.8,68.3333,-1.25,92,99,3.97,KZ,1678584172
366,airai,-8.9266,125.4092,21.26,64,11,0.75,TL,1678584173
367,kralovice,49.9819,13.4875,0.52,81,60,2.27,CZ,1678584173
368,tateyama,34.9833,139.8667,15.02,55,100,1.56,JP,1678584173
369,ribeira grande,38.5167,-28.7,17.1,90,93,15.2,PT,1678584174
370,tura,25.5198,90.2201,22.09,26,6,1.4,IN,1678584174
371,krasnoselkup,65.7,82.4667,-4.11,95,100,8.84,RU,1678584174
372,vila franca do campo,37.7167,-25.4333,17.23,95,100,11.67,PT,1678584175
373,aswan,24.0934,32.907,19.23,24,0,3.73,EG,1678584175
374,moron,-34.6534,-58.6198,31.94,60,6,3.43,AR,1678584175
375,esmeraldas,-19.7625,-44.3139,24.17,94,100,1.82,BR,1678584156
376,anloga,5.7947,0.8973,27.92,81,100,6.07,GH,1678584176
377,bontang,0.1333,117.5,26.45,79,100,1.65,ID,1678584176
378,manokwari,-0.8667,134.0833,28.31,72,89,3.72,ID,1678584177
379,bwanga,-3.0308,31.7601,16.92,97,100,2.11,TZ,1678584177
380,chitral,35.8462,71.7858,10.08,62,100,2.74,PK,1678584177
381,coihaique,-45.5752,-72.0662,14.97,94,100,1.03,CL,1678584167
382,te anau,-45.4167,167.7167,13.59,91,100,2.89,NZ,1678584178
383,rundu,-17.9333,19.7667,21.04,76,100,0.72,NA,1678584178
384,maumere,-8.6199,122.2111,27.79,71,26,1.33,ID,1678584179
385,tirumullaivasal,11.2333,79.8333,24.66,81,17,3.4,IN,1678584179
386,mumford,5.2618,-0.759,26.72,83,100,2.38,GH,1678584179
387,synya,65.3718,58.0387,-10.09,95,100,3.2,RU,1678584180
388,fairbanks,64.8378,-147.7164,-3.43,69,0,0.0,US,1678584180
389,nador,35.174,-2.9287,20.14,60,0,7.2,MA,1678584180
390,forestville,38.8451,-76.875,5.7,58,100,8.23,US,1678584181
391,sitka,57.0531,-135.33,0.94,32,20,4.63,US,1678584181
392,peniche,39.3558,-9.3811,15.16,96,100,2.06,PT,1678584182
393,molina,-35.1167,-71.2833,19.85,56,0,2.06,CL,1678583702
394,ca mau,9.1769,105.15,26.01,64,55,4.74,VN,1678584182
395,impfondo,1.6381,18.0667,21.1,95,100,1.13,CG,1678584183
396,santa rosa,14.3122,121.1114,27.99,66,10,3.54,PH,1678584140
397,cuyotenango,14.5333,-91.5667,25.56,88,100,0.93,GT,1678584184
398,taitung,22.7583,121.1444,24.15,46,20,2.06,TW,1678584184
399,marsh harbour,26.5412,-77.0636,23.2,69,0,6.51,BS,1678584185
400,yerbogachen,61.2767,108.0108,-12.56,96,100,3.52,RU,1678584185
401,necochea,-38.5473,-58.7368,23.58,80,97,6.66,AR,1678584186
402,omsukchan,62.5333,155.8,-15.78,77,100,3.69,RU,1678584186
403,kenda,23.2,86.5333,20.42,33,0,2.85,IN,1678584187
404,katsuura,35.1333,140.3,15.44,56,100,1.82,JP,1678584187
405,rockland,41.1668,-74.0496,4.35,79,12,0.89,US,1678584187
406,rognan,67.0953,15.3878,-4.92,66,19,3.94,NO,1678584188
407,klaksvik,62.2266,-6.589,-4.49,73,100,5.89,FO,1678584188
408,cartagena,10.3997,-75.5144,26.79,78,75,2.57,CO,1678584002
409,sao joao da barra,-21.6403,-41.0511,24.89,87,100,6.0,BR,1678584189
410,inhambane,-23.865,35.3833,24.65,90,29,2.99,MZ,1678584190
411,jutai,-5.1833,-68.9,22.82,97,100,0.58,BR,1678584190
412,ukiah,39.1502,-123.2078,10.64,92,100,0.0,US,1678583894
413,deputatskiy,69.3,139.9,-21.19,93,93,0.53,RU,1678584191
414,cristalina,-16.7686,-47.6136,17.71,92,100,0.47,BR,1678584194
415,paita,-5.0892,-81.1144,25.01,83,93,4.42,PE,1678584195
416,barahona,18.2085,-71.1008,23.31,77,27,2.32,DO,1678584195
417,musoma,-1.5,33.8,21.01,88,75,0.0,TZ,1678584195
418,severnoye,56.3491,78.3619,-3.39,86,91,6.13,RU,1678584196
419,puksoozero,62.5903,40.6066,-6.51,93,100,6.37,RU,1678584197
420,turayf,31.6725,38.6637,12.14,35,0,4.12,SA,1678584197
421,saint anthony,45.0205,-93.218,-0.75,93,100,4.63,US,1678584197
422,bilma,18.6853,12.9164,24.22,13,72,4.9,NE,1678584198
423,cedar rapids,42.0083,-91.6441,0.8,95,100,4.12,US,1678584140
424,mahanoro,-19.9,48.8,22.73,91,100,2.65,MG,1678584199
425,tan an,10.5333,106.4167,26.01,70,28,3.29,VN,1678584199
426,lata,40.1629,-8.3327,15.45,83,99,0.36,PT,1678584200
427,pevek,69.7008,170.3133,-23.27,92,32,4.92,RU,1678584200
428,kastamonu,41.5,33.6667,5.59,92,100,2.54,TR,1678584201
429,high rock,26.6208,-78.2833,23.01,68,2,5.19,BS,1678584201
430,corn island,12.1694,-83.0418,26.03,68,39,4.32,NI,1678584202
431,saint george,37.1041,-113.5841,12.33,71,75,3.6,US,1678583948
432,stokmarknes,68.5646,14.9108,-3.02,93,75,1.54,NO,1678584203
433,loa janan,-0.583,117.095,25.83,88,99,1.32,ID,1678584203
434,linhares,-19.3911,-40.0722,22.2,90,90,0.44,BR,1678584030
435,buribay,51.9617,58.1592,-11.76,95,21,2.29,RU,1678584204
436,goba,7.0167,39.9833,10.57,86,100,2.3,ET,1678584204
437,road town,18.4167,-64.6167,25.02,73,40,1.03,VG,1678584205
438,matagami,49.7502,-77.6328,-13.94,85,100,3.09,CA,1678584205
439,takoradi,4.8845,-1.7554,26.47,87,98,3.17,GH,1678584206
440,chernyshevskiy,63.0128,112.4714,-20.07,98,100,1.75,RU,1678584206
441,coquimbo,-29.9533,-71.3436,18.85,88,0,3.6,CL,1678584197
442,ayan,56.45,138.1667,-8.52,88,92,3.94,RU,1678584207
443,concordia,-31.393,-58.0209,29.26,38,0,3.32,AR,1678584073
444,el carmen,8.5106,-73.4478,20.24,89,100,1.06,CO,1678584208
445,punta umbria,37.1821,-6.9661,14.57,63,19,4.5,ES,1678584208
446,pires do rio,-17.2997,-48.2794,19.79,97,100,2.15,BR,1678584208
447,fairlie,55.756,-4.8556,1.95,88,100,3.76,GB,1678584209
448,karaton,-6.3424,106.1045,25.09,89,96,1.38,ID,1678584209
449,lorengau,-2.0226,147.2712,28.05,75,77,0.9,PG,1678584210
450,dromolaxia,34.8761,33.586,16.1,75,0,4.12,CY,1678584210
451,forbes,-33.3833,148.0167,27.97,20,0,2.96,AU,1678584211
452,port moresby,-9.4431,147.1797,32.68,55,20,5.14,PG,1678584211
453,baruun-urt,46.6806,113.2792,-9.91,34,9,3.35,MN,1678584212
454,nanortalik,60.1432,-45.2371,-3.08,79,41,0.87,GL,1678584212
455,varkkallai,8.7341,76.7067,27.88,82,4,3.43,IN,1678584213
456,roald,62.5833,6.1333,-1.92,69,40,8.23,NO,1678584213
457,shubarkuduk,49.1447,56.4872,1.32,99,100,1.55,KZ,1678584214
458,bay roberts,47.5999,-53.2648,1.7,91,100,3.13,CA,1678584214
459,oranjestad,12.524,-70.027,26.06,78,20,6.17,AW,1678584098
460,lypnyazhka,48.4469,31.0761,5.61,77,100,8.31,UA,1678584215
461,windhoek,-22.5594,17.0832,23.11,9,18,3.09,NA,1678584215
462,porto velho,-8.7619,-63.9039,24.03,100,75,0.51,BR,1678584052
463,tari,12.4086,4.4914,28.97,12,90,5.93,NG,1678584216
464,college,64.8569,-147.8028,-3.44,67,20,0.0,US,1678584216
465,palembang,-2.9167,104.7458,23.05,100,40,1.54,ID,1678584217
466,owase,34.0667,136.2,17.6,67,71,1.62,JP,1678584217
467,tungor,53.3808,142.9564,-1.31,84,84,5.27,RU,1678584218
468,itai,-23.4178,-49.0906,19.63,98,100,3.78,BR,1678584218
469,paamiut,61.994,-49.6678,-8.61,67,13,6.03,GL,1678584218
470,lagoa,39.05,-27.9833,16.36,83,22,13.27,PT,1678584219
471,vitry-le-francois,48.7333,4.5833,6.48,95,100,4.67,FR,1678584219
472,urengoy,65.9667,78.3667,-11.2,91,100,12.07,RU,1678584220
473,port lincoln,-34.7333,135.8667,18.92,63,45,5.78,AU,1678584220
474,lake charles,30.2131,-93.2044,23.12,86,75,7.72,US,1678584221
475,basco,20.4487,121.9702,22.71,67,11,6.39,PH,1678584221
476,port-gentil,-0.7193,8.7815,26.73,80,100,3.45,GA,1678584221
477,launceston,-41.45,147.1667,21.75,50,0,3.6,AU,1678584222
478,margate,51.3813,1.3862,5.73,89,100,3.13,GB,1678584182
479,sao fidelis,-21.6461,-41.7469,23.31,92,100,0.86,BR,1678584222
480,sisimiut,66.9395,-53.6735,-12.86,75,14,2.71,GL,1678584223
481,corsicana,32.0954,-96.4689,26.14,69,0,4.12,US,1678584223
482,kaeo,-35.1,173.7833,25.18,58,72,2.88,NZ,1678584223
483,lasa,46.6166,10.7002,5.2,90,61,3.22,IT,1678584224
484,masindi,1.6744,31.715,19.38,90,100,0.66,UG,1678584224
485,samarai,-10.6167,150.6667,29.24,68,73,3.76,PG,1678584224
486,singaraja,-8.112,115.0882,28.26,61,5,0.72,ID,1678584225
487,sebezh,56.2955,28.4654,-4.56,90,100,4.82,RU,1678584225
488,luderitz,-26.6481,15.1594,16.63,80,0,7.37,NA,1678584225
489,srednekolymsk,67.45,153.6833,-16.38,74,100,0.92,RU,1678584226
490,taraz,42.9,71.3667,12.23,94,100,2.0,KZ,1678584226
491,banff,51.1762,-115.5698,-6.79,63,100,2.57,CA,1678584033
492,kichera,55.9375,110.0997,-14.56,94,100,0.73,RU,1678584227
493,sao felix do xingu,-6.6447,-51.995,22.39,98,100,0.58,BR,1678584227
494,yulara,-25.2406,130.9889,31.66,14,0,4.6,AU,1678584227
495,bereda,43.2686,-7.5406,14.12,100,100,2.64,ES,1678584228
496,bani walid,31.7566,13.9942,18.52,34,7,4.28,LY,1678584228
497,suluq,31.6682,20.2521,15.26,79,5,4.07,LY,1678584228
498,istisu,40.9457,48.0738,-0.63,59,75,2.43,AZ,1678584229
499,vrede,-27.4257,29.1659,13.01,68,3,3.31,ZA,1678584229
500,mehamn,71.0357,27.8492,-9.05,62,5,5.14,NO,1678584230
501,oum hadjer,13.2954,19.6966,24.69,12,93,7.47,TD,1678584230
502,san jeronimo,-11.9472,-75.2829,10.54,87,100,1.86,PE,1678584230
503,milyutinskaya,48.6279,41.6679,8.28,91,100,6.86,RU,1678584231
504,olden,61.8364,6.8064,-5.59,97,100,1.61,NO,1678584231
505,rossland,49.0831,-117.8022,0.34,85,98,1.23,CA,1678584099
506,yeppoon,-23.1333,150.7333,31.88,65,16,4.12,AU,1678584231
507,cocachacra,-17.0883,-71.7575,23.74,79,93,2.02,PE,1678584232
508,krizevci,46.0219,16.5425,3.77,69,82,0.79,HR,1678584232
509,portland,45.5234,-122.6762,12.67,62,75,1.54,US,1678583633
510,santa helena de goias,-17.8136,-50.5969,20.46,89,100,0.4,BR,1678584232
511,akalgarh,29.8167,75.8833,16.96,28,5,1.8,IN,1678583960
512,huilong,31.8111,121.655,9.96,75,100,9.53,CN,1678584233
513,udachnyy,66.4167,112.4,-20.31,76,91,3.53,RU,1678584233
514,viedma,-40.8135,-62.9967,28.19,47,34,5.99,AR,1678584234
515,waddan,29.1614,16.139,18.05,34,0,1.89,LY,1678584234
516,benemerito de las americas,16.5167,-90.6439,25.78,56,0,0.53,MX,1678584083
517,mayskiy,47.6931,40.1025,10.67,83,100,7.0,RU,1678584234
518,kamenka,51.3223,42.7678,7.42,90,100,9.15,RU,1678584235
519,hualmay,-11.0964,-77.6139,24.8,78,68,3.14,PE,1678584235
520,morondava,-20.2833,44.2833,24.09,81,100,2.18,MG,1678584235
521,kuna,43.4918,-116.4201,9.71,45,20,4.12,US,1678584236
522,jalu,29.0331,21.5482,16.08,54,0,3.43,LY,1678584236
523,lac du bonnet,50.2536,-96.0612,-6.75,92,100,5.88,CA,1678584236
524,lamu,-2.2717,40.902,26.12,88,53,4.21,KE,1678584237
525,adrar,20.5022,-10.0711,23.12,11,0,5.27,MR,1678584237
526,muravlenko,63.7898,74.523,-13.52,84,100,11.57,RU,1678584237
527,kungurtug,50.5994,97.5228,-9.1,81,100,1.08,RU,1678584238
528,abha,18.2164,42.5053,14.14,82,40,2.57,SA,1678584238
529,belmonte,-15.8631,-38.8828,24.98,83,78,3.0,BR,1678584239
530,shelabolikha,53.4131,82.6167,1.06,97,100,5.94,RU,1678584239
531,kropotkin,45.4375,40.5756,12.58,70,100,3.2,RU,1678584239
532,santa maria,-29.6842,-53.8069,25.61,83,0,5.14,BR,1678584218
533,svelgen,61.7685,5.2955,-3.23,64,99,0.89,NO,1678584240
534,carbonia,39.1672,8.5222,16.53,91,3,6.27,IT,1678584240
535,amahai,-3.3333,128.9167,28.85,68,79,0.29,ID,1678584240
536,jinchang,38.4953,102.1739,0.45,22,0,2.21,CN,1678584241
537,amalner,21.05,75.0667,24.18,26,0,0.7,IN,1678584241
538,south yuba city,39.1166,-121.6391,13.06,76,100,0.45,US,1678584241
539,narsaq,60.9167,-46.05,-0.88,66,0,4.47,GL,1678584242
540,daru,-9.0763,143.2092,28.14,75,96,1.62,PG,1678584242
541,seoul,37.5683,126.9778,8.66,93,100,2.57,KR,1678583601
542,uberaba,-19.7483,-47.9319,21.32,94,0,1.54,BR,1678584244
543,atar,20.5169,-13.0499,25.53,9,0,3.6,MR,1678584245
544,ambilobe,-13.2,49.05,22.43,97,95,0.6,MG,1678584245
545,karangampel,-6.4622,108.4519,26.42,79,96,1.73,ID,1678584246
546,englehart,47.8169,-79.8664,-6.99,73,100,4.63,CA,1678584246
547,calabozo,8.9242,-67.4293,29.9,47,99,1.61,VE,1678584247
548,galesong,-5.3166,119.3661,29.01,75,96,1.27,ID,1678584247
549,gobabis,-22.45,18.9667,20.57,41,0,4.0,NA,1678584248
550,poum,-20.2333,164.0167,27.23,65,3,8.62,NC,1678584248
551,vitim,59.4511,112.5578,-15.67,88,98,1.52,RU,1678584249
552,kalmar,56.6616,16.3616,-1.13,86,8,5.66,SE,1678584249
553,chaman,30.9236,66.4512,15.89,38,18,1.77,PK,1678584250
554,praia da vitoria,38.7333,-27.0667,17.14,100,75,15.19,PT,1678584250
555,cayenne,4.9333,-52.3333,26.02,83,40,1.03,GF,1678584251
556,los llanos de aridane,28.6585,-17.9182,15.86,88,75,3.6,ES,1678584058
557,luba,3.4568,8.5547,24.94,78,95,3.72,GQ,1678584252
558,thongwa,16.7619,96.5278,24.09,68,19,3.99,MM,1678584252
559,leiyang,26.4024,112.8591,16.25,42,100,5.36,CN,1678584253
560,isangel,-19.55,169.2667,28.2,65,1,5.61,VU,1678584253
561,zhoucheng,35.9122,116.3117,5.74,15,0,8.97,CN,1678584254
562,mianwali,32.5741,71.5264,19.9,34,100,1.22,PK,1678584254
563,ouricuri,-7.8825,-40.0817,24.49,55,100,0.8,BR,1678584255
564,dunedin,-45.8742,170.5036,24.48,57,41,4.47,NZ,1678584255
565,languyan,5.2618,120.0807,27.72,73,91,5.76,PH,1678584256
566,tautira,-17.7333,-149.15,28.04,82,76,9.37,PF,1678584257
567,saint-louis,16.3333,-15.0,27.71,6,0,4.95,SN,1678584257
568,vilhena,-12.7406,-60.1458,20.13,99,100,1.25,BR,1678584046
569,qaqortoq,60.7167,-46.0333,-8.72,73,0,4.13,GL,1678584258
570,hamilton,39.1834,-84.5333,4.93,62,0,5.66,US,1678584233
571,colon,9.3592,-79.9014,24.97,79,50,3.39,PA,1678584259
572,kalmunai,7.4167,81.8167,24.04,90,26,1.95,LK,1678584259
573,kurara,25.9833,79.9833,20.81,35,0,0.87,IN,1678584260
574,tabas,33.5959,56.9244,12.12,58,0,2.06,IR,1678584260
575,sassandra,4.95,-6.0833,25.39,92,100,1.91,CI,1678584261
576,lucapa,-8.4192,20.7447,18.47,99,100,1.32,AO,1678584261
577,marca,47.2167,22.5667,0.69,67,99,4.62,RO,1678584262
578,sept-iles,50.2001,-66.3821,-2.75,82,0,1.54,CA,1678584262
579,ossora,59.2353,163.0719,-14.08,66,0,1.38,RU,1678584263
580,jianhu,29.9799,120.5712,12.97,89,100,4.93,CN,1678584263
581,baykit,61.67,96.37,-8.72,100,100,1.51,RU,1678584264
582,sabang,5.8933,95.3214,27.32,77,91,4.82,ID,1678584264
583,mugumu,-1.85,34.7,16.99,87,100,1.07,TZ,1678584265
584,burnie,-41.0667,145.9167,21.36,53,0,1.25,AU,1678584265
585,rocha,-34.4833,-54.3333,23.14,84,5,4.29,UY,1678584266
586,vargashi,55.3556,65.8467,-13.18,97,33,2.91,RU,1678584266
587,longhua,23.6137,114.1919,23.05,69,96,1.73,CN,1678584267
